Date,Amount,Commodity
5/1/2022,169.934,StainlessSteel
6/1/2022,169.545,StainlessSteel
7/1/2022,162.846,StainlessSteel
8/1/2022,159.153,StainlessSteel
9/1/2022,153.728,StainlessSteel
1/1/2018,269.5,CastIron
2/1/2018,269.9,CastIron
3/1/2018,287.4,CastIron
4/1/2018,302.6,CastIron
5/1/2018,304.5,CastIron
6/1/2018,303.1,CastIron
7/1/2018,291.3,CastIron
8/1/2018,279.2,CastIron
9/1/2018,277.8,CastIron
10/1/2018,271.4,CastIron
11/1/2018,273.8,CastIron
12/1/2018,286.7,CastIron
1/1/2019,269.8,CastIron
2/1/2019,270.4,CastIron
3/1/2019,271.6,CastIron
4/1/2019,253.1,CastIron
5/1/2019,225.4,CastIron
6/1/2019,208.5,CastIron
7/1/2019,191,CastIron
8/1/2019,201.2,CastIron
9/1/2019,190.1,CastIron
10/1/2019,165.4,CastIron
11/1/2019,166.6,CastIron
12/1/2019,195.3,CastIron
1/1/2020,225,CastIron
2/1/2020,211,CastIron
3/1/2020,200.2,CastIron
4/1/2020,174.2,CastIron
5/1/2020,182.4,CastIron
6/1/2020,180.1,CastIron
7/1/2020,187.7,CastIron
8/1/2020,188.5,CastIron
9/1/2020,205.9,CastIron
10/1/2020,213,CastIron
11/1/2020,216.9,CastIron
12/1/2020,271.6,CastIron
1/1/2021,336.7,CastIron
2/1/2021,316.9,CastIron
3/1/2021,349.7,CastIron
4/1/2021,338.4,CastIron
5/1/2021,349.2,CastIron
6/1/2021,373.2,CastIron
7/1/2021,390.188,CastIron
8/1/2021,376.084,CastIron
9/1/2021,365.398,CastIron
10/1/2021,364.675,CastIron
11/1/2021,386.618,CastIron
12/1/2021,388.673,CastIron
1/1/2022,359.185,CastIron
2/1/2022,342.372,CastIron
3/1/2022,428.817,CastIron
4/1/2022,442.735,CastIron
5/1/2022,412.794,CastIron
6/1/2022,370.485,CastIron
7/1/2022,337.626,CastIron
8/1/2022,317.041,CastIron
9/1/2022,309.924,CastIron
1/1/2018,114.2,Slag
2/1/2018,114.6,Slag
3/1/2018,114.6,Slag
4/1/2018,114.6,Slag
5/1/2018,114.6,Slag
6/1/2018,114.6,Slag
7/1/2018,114.6,Slag
8/1/2018,114.6,Slag
9/1/2018,114.6,Slag
10/1/2018,119.2,Slag
11/1/2018,119.4,Slag
12/1/2018,119.4,Slag
1/1/2019,119.6,Slag
2/1/2019,131.9,Slag
3/1/2019,131.9,Slag
4/1/2019,132.2,Slag
5/1/2019,132.2,Slag
6/1/2019,133.7,Slag
7/1/2019,133.7,Slag
8/1/2019,133.7,Slag
9/1/2019,134.4,Slag
10/1/2019,134.1,Slag
11/1/2019,134.1,Slag
12/1/2019,134.1,Slag
1/1/2020,134.1,Slag
2/1/2020,134.1,Slag
3/1/2020,134.1,Slag
4/1/2020,134.1,Slag
5/1/2020,134.1,Slag
6/1/2020,134.5,Slag
7/1/2020,134.4,Slag
8/1/2020,134.8,Slag
9/1/2020,134.6,Slag
10/1/2020,134.5,Slag
11/1/2020,134.6,Slag
12/1/2020,134.7,Slag
1/1/2021,134.4,Slag
2/1/2021,136.6,Slag
3/1/2021,136.6,Slag
4/1/2021,136.9,Slag
5/1/2021,136.7,Slag
6/1/2021,136.8,Slag
7/1/2021,136.714,Slag
8/1/2021,136.758,Slag
9/1/2021,136.758,Slag
10/1/2021,136.758,Slag
11/1/2021,136.958,Slag
12/1/2021,136.816,Slag
1/1/2022,136.897,Slag
2/1/2022,139.744,Slag
3/1/2022,139.983,Slag
4/1/2022,139.983,Slag
5/1/2022,145.406,Slag
6/1/2022,149.45,Slag
7/1/2022,149.606,Slag
8/1/2022,149.606,Slag
9/1/2022,149.606,Slag
1/1/2018,198.6,Gas
2/1/2018,206.5,Gas
3/1/2018,193.9,Gas
4/1/2018,196.1,Gas
5/1/2018,204.2,Gas
6/1/2018,208.4,Gas
7/1/2018,206.2,Gas
8/1/2018,209.3,Gas
9/1/2018,210.7,Gas
10/1/2018,224.8,Gas
11/1/2018,195.2,Gas
12/1/2018,172.7,Gas
1/1/2019,155.9,Gas
2/1/2019,166.9,Gas
3/1/2019,179.6,Gas
4/1/2019,200.5,Gas
5/1/2019,197.3,Gas
6/1/2019,185.4,Gas
7/1/2019,186.5,Gas
8/1/2019,182.6,Gas
9/1/2019,177.1,Gas
10/1/2019,187.7,Gas
11/1/2019,183.9,Gas
12/1/2019,193.4,Gas
1/1/2020,191.3,Gas
2/1/2020,182.7,Gas
3/1/2020,132.4,Gas
4/1/2020,60.5,Gas
5/1/2020,84.1,Gas
6/1/2020,116.9,Gas
7/1/2020,125.8,Gas
8/1/2020,129.2,Gas
9/1/2020,130.7,Gas
10/1/2020,132.6,Gas
11/1/2020,129.3,Gas
12/1/2020,153.9,Gas
1/1/2021,169.3,Gas
2/1/2021,188.7,Gas
3/1/2021,198.7,Gas
4/1/2021,199.6,Gas
5/1/2021,202.1,Gas
6/1/2021,213.6,Gas
7/1/2021,222.46,Gas
8/1/2021,226.861,Gas
9/1/2021,237.064,Gas
10/1/2021,253.106,Gas
11/1/2021,260.541,Gas
12/1/2021,255.88,Gas
1/1/2022,264.205,Gas
2/1/2022,302.371,Gas
3/1/2022,319.645,Gas
4/1/2022,309.727,Gas
5/1/2022,336.666,Gas
6/1/2022,395.066,Gas
7/1/2022,325.871,Gas
8/1/2022,285.505,Gas
9/1/2022,279.92,Gas
1/1/2018,100.2496635,Barley
2/1/2018,106.7742696,Barley
3/1/2018,108.987847,Barley
4/1/2018,112.2082699,Barley
5/1/2018,117.1741791,Barley
6/1/2018,103.4896508,Barley
7/1/2018,99.01229855,Barley
8/1/2018,98.87016014,Barley
9/1/2018,95.43332011,Barley
10/1/2018,102.799517,Barley
11/1/2018,105.3979993,Barley
12/1/2018,101.9196868,Barley
1/1/2019,102.4592235,Barley
2/1/2019,106.8818648,Barley
3/1/2019,103.8961701,Barley
4/1/2019,100.8457933,Barley
5/1/2019,106.1620693,Barley
6/1/2019,125.3734808,Barley
7/1/2019,128.1395177,Barley
8/1/2019,110.2764337,Barley
9/1/2019,103.7097822,Barley
10/1/2019,112.9565584,Barley
11/1/2019,113.0844083,Barley
12/1/2019,111.4312287,Barley
1/1/2020,115.0516598,Barley
2/1/2020,110.8359567,Barley
3/1/2020,101.6768127,Barley
4/1/2020,97.98402126,Barley
5/1/2020,98.6406264,Barley
6/1/2020,101.6783569,Barley
7/1/2020,102.0305104,Barley
8/1/2020,102.6101036,Barley
9/1/2020,102.1204788,Barley
10/1/2020,102.3711641,Barley
11/1/2020,108.0519157,Barley
12/1/2020,112.4613829,Barley
1/1/2021,125.6985334,Barley
2/1/2021,137.8452874,Barley
3/1/2021,138.9813248,Barley
4/1/2021,154.2521257,Barley
5/1/2021,195.8352261,Barley
6/1/2021,187.3654014,Barley
7/1/2021,180.1690829,Barley
8/1/2021,169.7758416,Barley
9/1/2021,175.5744791,Barley
10/1/2021,208.6562859,Barley
11/1/2021,224.3597325,Barley
12/1/2021,238.5108046,Barley
1/1/2022,250.9187943,Barley
2/1/2022,249.2470198,Barley
3/1/2022,256.2667716,Barley
4/1/2022,262.9558673,Barley
5/1/2022,257.3645705,Barley
6/1/2022,259.134607,Barley
7/1/2022,240.298062,Barley
8/1/2022,212.4007654,Barley
1/1/2018,155.9168753,Corn
2/1/2018,163.4609697,Corn
3/1/2018,172.07659,Corn
4/1/2018,175.6009825,Corn
5/1/2018,179.1790589,Corn
6/1/2018,165.1402855,Corn
7/1/2018,156.5542655,Corn
8/1/2018,162.5222585,Corn
9/1/2018,154.9450034,Corn
10/1/2018,160.3655651,Corn
11/1/2018,160.8782077,Corn
12/1/2018,167.4898806,Corn
1/1/2019,166.8462415,Corn
2/1/2019,169.6562835,Corn
3/1/2019,166.321332,Corn
4/1/2019,161.6533866,Corn
5/1/2019,171.1801536,Corn
6/1/2019,195.1679223,Corn
7/1/2019,189.4863732,Corn
8/1/2019,163.6286143,Corn
9/1/2019,157.3744366,Corn
10/1/2019,167.2977941,Corn
11/1/2019,166.3617855,Corn
12/1/2019,167.0590173,Corn
1/1/2020,171.8141352,Corn
2/1/2020,168.7445985,Corn
3/1/2020,162.1791482,Corn
4/1/2020,147.0121602,Corn
5/1/2020,143.9892438,Corn
6/1/2020,148.0423804,Corn
7/1/2020,152.5876196,Corn
8/1/2020,149.3929998,Corn
9/1/2020,166.6025335,Corn
10/1/2020,186.7663875,Corn
11/1/2020,190.6250376,Corn
12/1/2020,199.1844175,Corn
1/1/2021,231.7544615,Corn
2/1/2021,245.5540566,Corn
3/1/2021,245.7603568,Corn
4/1/2021,268.6224488,Corn
5/1/2021,304.2975497,Corn
6/1/2021,292.5237268,Corn
7/1/2021,278.4457556,Corn
8/1/2021,257.0207554,Corn
9/1/2021,235.8156036,Corn
10/1/2021,239.6024509,Corn
11/1/2021,248.7677461,Corn
12/1/2021,264.5731468,Corn
1/1/2022,276.7191782,Corn
2/1/2022,292.671593,Corn
3/1/2022,335.9306842,Corn
4/1/2022,348.507117,Corn
5/1/2022,344.9092996,Corn
6/1/2022,335.717134,Corn
7/1/2022,312.682042,Corn
8/1/2022,293.9307903,Corn
1/1/2018,218.7,Steel
2/1/2018,223.7,Steel
3/1/2018,224.8,Steel
4/1/2018,231.1,Steel
5/1/2018,235,Steel
6/1/2018,238.2,Steel
7/1/2018,240.5,Steel
8/1/2018,243.6,Steel
9/1/2018,245.2,Steel
10/1/2018,249.3,Steel
11/1/2018,255.1,Steel
12/1/2018,250,Steel
1/1/2019,241.1,Steel
2/1/2019,236.6,Steel
3/1/2019,235,Steel
4/1/2019,230.3,Steel
5/1/2019,225.9,Steel
6/1/2019,218.9,Steel
7/1/2019,214.3,Steel
8/1/2019,217.1,Steel
9/1/2019,213.4,Steel
10/1/2019,210.9,Steel
11/1/2019,212.1,Steel
12/1/2019,210.4,Steel
1/1/2020,212.3,Steel
2/1/2020,209.8,Steel
3/1/2020,207.1,Steel
4/1/2020,201.3,Steel
5/1/2020,200.3,Steel
6/1/2020,200.7,Steel
7/1/2020,198.9,Steel
8/1/2020,199.8,Steel
9/1/2020,206.5,Steel
10/1/2020,211.9,Steel
11/1/2020,218.1,Steel
12/1/2020,234.2,Steel
1/1/2021,250.8,Steel
2/1/2021,261.3,Steel
3/1/2021,287.4,Steel
4/1/2021,315.6,Steel
5/1/2021,327.4,Steel
6/1/2021,350,Steel
7/1/2021,379.196,Steel
8/1/2021,394.309,Steel
9/1/2021,408.305,Steel
10/1/2021,426.946,Steel
11/1/2021,447.82,Steel
12/1/2021,440.275,Steel
1/1/2022,423.397,Steel
2/1/2022,395.883,Steel
3/1/2022,390.992,Steel
4/1/2022,398.482,Steel
5/1/2022,418.037,Steel
6/1/2022,406.599,Steel
7/1/2022,389.089,Steel
8/1/2022,372.853,Steel
9/1/2022,356.019,Steel
1/1/2018,156.3880441,Wheat
2/1/2018,172.2891191,Wheat
3/1/2018,180.9188159,Wheat
4/1/2018,180.3764094,Wheat
5/1/2018,192.70383,Wheat
6/1/2018,193.0792198,Wheat
7/1/2018,196.8060775,Wheat
8/1/2018,211.2920588,Wheat
9/1/2018,191.1444218,Wheat
10/1/2018,188.4616067,Wheat
11/1/2018,181.5523909,Wheat
12/1/2018,188.5358363,Wheat
1/1/2019,188.8449497,Wheat
2/1/2019,177.9167018,Wheat
3/1/2019,164.5066448,Wheat
4/1/2019,159.0300887,Wheat
5/1/2019,158.281695,Wheat
6/1/2019,174.6977632,Wheat
7/1/2019,163.8767533,Wheat
8/1/2019,149.363005,Wheat
9/1/2019,146.5704863,Wheat
10/1/2019,153.22109,Wheat
11/1/2019,157.5282643,Wheat
12/1/2019,165.2546408,Wheat
1/1/2020,178.2417773,Wheat
2/1/2020,172.2311028,Wheat
3/1/2020,170.8747517,Wheat
4/1/2020,179.7465179,Wheat
5/1/2020,174.9549688,Wheat
6/1/2020,169.7223367,Wheat
7/1/2020,170.5741217,Wheat
8/1/2020,174.182477,Wheat
9/1/2020,204.1373138,Wheat
10/1/2020,203.4263,Wheat
11/1/2020,210.7539365,Wheat
12/1/2020,217.3125429,Wheat
1/1/2021,237.9442498,Wheat
2/1/2021,240.8063881,Wheat
3/1/2021,229.8875493,Wheat
4/1/2021,239.9361433,Wheat
5/1/2021,278.4470054,Wheat
6/1/2021,238.7670267,Wheat
7/1/2021,243.628007,Wheat
8/1/2021,274.87603,Wheat
9/1/2021,269.7335073,Wheat
10/1/2021,294.0368183,Wheat
11/1/2021,317.4373548,Wheat
12/1/2021,324.0179006,Wheat
1/1/2022,326.0816698,Wheat
2/1/2022,347.5032275,Wheat
3/1/2022,387.6650137,Wheat
4/1/2022,406.0268863,Wheat
5/1/2022,444.1565678,Wheat
6/1/2022,397.6523199,Wheat
7/1/2022,321.9751277,Wheat
8/1/2022,323.0167688,Wheat
1/1/2018,195,CrudePetroleum
2/1/2018,187.2,CrudePetroleum
3/1/2018,189.3,CrudePetroleum
4/1/2018,201.7,CrudePetroleum
5/1/2018,215.7,CrudePetroleum
6/1/2018,205.2,CrudePetroleum
7/1/2018,222.1,CrudePetroleum
8/1/2018,206.1,CrudePetroleum
9/1/2018,212.6,CrudePetroleum
10/1/2018,222.2,CrudePetroleum
11/1/2018,171.4,CrudePetroleum
12/1/2018,148.9,CrudePetroleum
1/1/2019,154.1,CrudePetroleum
2/1/2019,163.9,CrudePetroleum
3/1/2019,173,CrudePetroleum
4/1/2019,192.4,CrudePetroleum
5/1/2019,186.2,CrudePetroleum
6/1/2019,167,CrudePetroleum
7/1/2019,176.7,CrudePetroleum
8/1/2019,170.8,CrudePetroleum
9/1/2019,170.1,CrudePetroleum
10/1/2019,159.1,CrudePetroleum
11/1/2019,169.7,CrudePetroleum
12/1/2019,177.3,CrudePetroleum
1/1/2020,172.8,CrudePetroleum
2/1/2020,148.1,CrudePetroleum
3/1/2020,97.8,CrudePetroleum
4/1/2020,50.1,CrudePetroleum
5/1/2020,68.1,CrudePetroleum
6/1/2020,102.7,CrudePetroleum
7/1/2020,108.8,CrudePetroleum
8/1/2020,113.7,CrudePetroleum
9/1/2020,110,CrudePetroleum
10/1/2020,112,CrudePetroleum
11/1/2020,116.4,CrudePetroleum
12/1/2020,133.4,CrudePetroleum
1/1/2021,150.9,CrudePetroleum
2/1/2021,170,CrudePetroleum
3/1/2021,185.3,CrudePetroleum
4/1/2021,179.2,CrudePetroleum
5/1/2021,191.8,CrudePetroleum
6/1/2021,210.4,CrudePetroleum
7/1/2021,217.338,CrudePetroleum
8/1/2021,201.204,CrudePetroleum
9/1/2021,210.518,CrudePetroleum
10/1/2021,239.938,CrudePetroleum
11/1/2021,242.332,CrudePetroleum
12/1/2021,213.394,CrudePetroleum
1/1/2022,245.714,CrudePetroleum
2/1/2022,277.034,CrudePetroleum
3/1/2022,307.134,CrudePetroleum
4/1/2022,308.906,CrudePetroleum
5/1/2022,313.376,CrudePetroleum
6/1/2022,353.15,CrudePetroleum
7/1/2022,296.61,CrudePetroleum
8/1/2022,278.995,CrudePetroleum
9/1/2022,269.145,CrudePetroleum
1/1/2018,446.3,RefinedPetroleum
2/1/2018,449.2,RefinedPetroleum
3/1/2018,455,RefinedPetroleum
4/1/2018,461.3,RefinedPetroleum
5/1/2018,465.9,RefinedPetroleum
6/1/2018,470.1,RefinedPetroleum
7/1/2018,475.7,RefinedPetroleum
8/1/2018,478.7,RefinedPetroleum
9/1/2018,478.5,RefinedPetroleum
10/1/2018,479.6,RefinedPetroleum
11/1/2018,478.7,RefinedPetroleum
12/1/2018,480.2,RefinedPetroleum
1/1/2019,481.2,RefinedPetroleum
2/1/2019,480.7,RefinedPetroleum
3/1/2019,477.3,RefinedPetroleum
4/1/2019,476.3,RefinedPetroleum
5/1/2019,478.1,RefinedPetroleum
6/1/2019,487.1,RefinedPetroleum
7/1/2019,487.2,RefinedPetroleum
8/1/2019,488.2,RefinedPetroleum
9/1/2019,487.7,RefinedPetroleum
10/1/2019,489.2,RefinedPetroleum
11/1/2019,489.4,RefinedPetroleum
12/1/2019,490.1,RefinedPetroleum
1/1/2020,490.3,RefinedPetroleum
2/1/2020,490.8,RefinedPetroleum
3/1/2020,489.9,RefinedPetroleum
4/1/2020,489.6,RefinedPetroleum
5/1/2020,486.9,RefinedPetroleum
6/1/2020,486.5,RefinedPetroleum
7/1/2020,483.4,RefinedPetroleum
8/1/2020,484.2,RefinedPetroleum
9/1/2020,484.4,RefinedPetroleum
10/1/2020,484.5,RefinedPetroleum
11/1/2020,486.7,RefinedPetroleum
12/1/2020,486.3,RefinedPetroleum
1/1/2021,489.5,RefinedPetroleum
2/1/2021,491.2,RefinedPetroleum
3/1/2021,502.2,RefinedPetroleum
4/1/2021,514.5,RefinedPetroleum
5/1/2021,515.6,RefinedPetroleum
6/1/2021,518.6,RefinedPetroleum
7/1/2021,527.18,RefinedPetroleum
8/1/2021,535.188,RefinedPetroleum
9/1/2021,536.465,RefinedPetroleum
10/1/2021,555.524,RefinedPetroleum
11/1/2021,555.413,RefinedPetroleum
12/1/2021,556.332,RefinedPetroleum
1/1/2022,561.062,RefinedPetroleum
2/1/2022,563.443,RefinedPetroleum
3/1/2022,569.944,RefinedPetroleum
4/1/2022,597.365,RefinedPetroleum
5/1/2022,596.49,RefinedPetroleum
6/1/2022,633.424,RefinedPetroleum
7/1/2022,652.296,RefinedPetroleum
8/1/2022,655.671,RefinedPetroleum
9/1/2022,674.173,RefinedPetroleum
1/1/2018,111.9326299,Coal
2/1/2018,111.4773214,Coal
3/1/2018,105.7280612,Coal
4/1/2018,99.22339286,Coal
5/1/2018,109.375,Coal
6/1/2018,121.5244898,Coal
7/1/2018,125.0858766,Coal
8/1/2018,123.7349026,Coal
9/1/2018,122.2291071,Coal
10/1/2018,114.7621118,Coal
11/1/2018,107.5529221,Coal
12/1/2018,106.143609,Coal
1/1/2019,105.4012987,Coal
2/1/2019,101.3571429,Coal
3/1/2019,99.66989796,Coal
4/1/2019,88.76464286,Coal
5/1/2019,89.56428571,Coal
6/1/2019,77.62982143,Coal
7/1/2019,77.84580745,Coal
8/1/2019,69.73928571,Coal
9/1/2019,66.95867347,Coal
10/1/2019,69.19425466,Coal
11/1/2019,69.72908163,Coal
12/1/2019,70.46464286,Coal
1/1/2020,72.10616883,Coal
2/1/2020,71.05017857,Coal
3/1/2020,70.20487013,Coal
4/1/2020,64.62,Coal
5/1/2020,54.14830827,Coal
6/1/2020,55.00275974,Coal
7/1/2020,51.67220497,Coal
8/1/2020,51.3825,Coal
9/1/2020,52.00568182,Coal
10/1/2020,58.06948052,Coal
11/1/2020,62.94642857,Coal
12/1/2020,80.58979592,Coal
1/1/2021,90.99535714,Coal
2/1/2021,92.48571429,Coal
3/1/2021,95.23090062,Coal
4/1/2021,97.84767857,Coal
5/1/2021,104.2071429,Coal
6/1/2021,132.1529221,Coal
7/1/2021,153.1982143,Coal
8/1/2021,173.5683673,Coal
9/1/2021,188.1228896,Coal
10/1/2021,240.7321429,Coal
11/1/2021,177.8016234,Coal
12/1/2021,181.4739796,Coal
1/1/2022,231.7601786,Coal
2/1/2022,272.4867857,Coal
3/1/2022,353.440528,Coal
4/1/2022,334.7182331,Coal
5/1/2022,418.4938776,Coal
6/1/2022,427.425,Coal
